record_type,id,title,ticker,source_version,frequency,unit,description,usage,official_url,theme_ids,indicator_ids,input_ids,formula_expression,formula_description,output_frequency,output_unit,economic_meaning,validation_note,series_ids,source_dependency_ids,questions,source_kind,requiredness,source_uri,local_hint
series,evds:TP.BEK.S06.A.U,6A.(Uygun Ortalama) Cari Yılın Yıllık Cari İşlemler Dengesi Beklentisi (Milyon ABD Doları),TP.BEK.S06.A.U,evds2,monthly,Milyon ABD Doları,Resmi seri adi: 6A.(Uygun Ortalama) Cari Yılın Yıllık Cari İşlemler Dengesi Beklentisi (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: commentary_driver,,theme:survey-expectations,derived:usdtry-expectation-12m,,,,,,,,,,,,,,
series,evds:TP.BEK.S06.B.U,6B.(Uygun Ortalama) Gelecek Yılın Yıllık Cari İşlemler Dengesi Beklentisi (Milyon ABD Doları),TP.BEK.S06.B.U,evds2,monthly,Milyon ABD Doları,Resmi seri adi: 6B.(Uygun Ortalama) Gelecek Yılın Yıllık Cari İşlemler Dengesi Beklentisi (Milyon ABD Doları) | Durum: derived_input,Notebook rolu: commentary_driver,,theme:survey-expectations,,,,,,,,,,,,,,,
series,evds:TP.BEK.S07.A.U,7A.(Uygun Ortalama) Cari Yılın Yıllık GSYH Büyüme Beklentisi (%),TP.BEK.S07.A.U,evds2,monthly,%,Resmi seri adi: 7A.(Uygun Ortalama) Cari Yılın Yıllık GSYH Büyüme Beklentisi (%) | Durum: derived_input,Notebook rolu: commentary_driver,,theme:survey-expectations,derived:current-account-expectation,,,,,,,,,,,,,,
series,evds:TP.BEK.S07.B.U,7B.(Uygun Ortalama) Gelecek Yılın Yıllık GSYH Büyüme Beklentisi (%),TP.BEK.S07.B.U,evds2,monthly,%,Resmi seri adi: 7B.(Uygun Ortalama) Gelecek Yılın Yıllık GSYH Büyüme Beklentisi (%) | Durum: derived_input,Notebook rolu: commentary_driver,,theme:survey-expectations,,,,,,,,,,,,,,,
indicator,derived:policy-rate-expectation-current,Cari Ay Politika Faizi Beklentisi,,,,,,,,theme:survey-expectations,,evds:TP.BEK.S01.D.U,,,monthly,pct,Cari ay politika faizi beklentisini izler.,,,,,,,,
indicator,derived:policy-rate-expectation-3m,Uc Ay Sonrasi Politika Faizi Beklentisi,,,,,,,,theme:survey-expectations,,evds:TP.BEK.S01.E.U,,,monthly,pct,Uc ay sonrasi politika faizi beklentisini izler.,,,,,,,,
indicator,derived:policy-rate-expectation-12m,On Iki Ay Sonrasi Politika Faizi Beklentisi,,,,,,,,theme:survey-expectations,,evds:TP.BEK.S01.F.U,,,monthly,pct,On iki ay sonrasi politika faizi beklentisini izler.,,,,,,,,
indicator,derived:inflation-expectation-12m,On Iki Ay Sonrasi Enflasyon Beklentisi,,,,,,,,theme:survey-expectations,,evds:TP.BEK.S04.A.U,,,monthly,pct,Bir yil sonraki TUFE beklentisini izler.,,,,,,,,
indicator,derived:inflation-expectation-24m,Yirmi Dort Ay Sonrasi Enflasyon Beklentisi,,,,,,,,theme:survey-expectations,,evds:TP.BEK.S04.B.U,,,monthly,pct,Iki yil sonraki TUFE beklentisini izler.,,,,,,,,
indicator,derived:usdtry-expectation-12m,On Iki Ay Sonrasi USDTRY Beklentisi,,,,,,,,theme:survey-expectations,,evds:TP.BEK.S06.A.U,,,monthly,level,On iki ay sonrasi USDTRY beklentisini izler.,,,,,,,,
indicator,derived:growth-expectation,GSYH Buyume Beklentisi,,,,,,,,theme:survey-expectations,,evds:TP.BEK.S05.B.U,,,monthly,pct,Buyume beklentisinin yonunu izler.,,,,,,,,
indicator,derived:current-account-expectation,Cari Denge Beklentisi,,,,,,,,theme:survey-expectations,,evds:TP.BEK.S07.A.U,,,monthly,usd_bn,Cari denge beklentisini izler.,,,,,,,,
theme,theme:survey-expectations,Beklenti Anketi,,,,,Piyasa katilimcilari beklenti anketi temasi,,,,derived:policy-rate-expectation-current|derived:policy-rate-expectation-3m|derived:policy-rate-expectation-12m|derived:inflation-expectation-12m|derived:inflation-expectation-24m|derived:usdtry-expectation-12m|derived:growth-expectation|derived:current-account-expectation,,,,,,,,evds:TP.BEK.S01.D.U|evds:TP.BEK.S01.E.U|evds:TP.BEK.S01.F.U|evds:TP.BEK.S01.I.U|evds:TP.BEK.S04.A.U|evds:TP.BEK.S04.B.U|evds:TP.BEK.S04.D.U|evds:TP.BEK.S04.E.U|evds:TP.BEK.S05.B.U|evds:TP.BEK.S05.C.U|evds:TP.BEK.S06.A.U|evds:TP.BEK.S06.B.U|evds:TP.BEK.S07.A.U|evds:TP.BEK.S07.B.U,,"Faiz, enflasyon ve kur beklentileri hangi yone gidiyor?",,,,
